能源用戶名稱,所在區域
聯穎光電股份有限公司,新竹市東區
正新橡膠工業股份有限公司溪州廠,彰化縣溪州鄉
漢磊科技股份有限公司,新竹市東區
鉅韋工業股份有限公司,臺南市仁德區
台灣雙葉電子股份有限公司,高雄市楠梓區
祥興鋼鐵工業股份有限公司屏東廠,屏東縣新園鄉
台灣電力股份有限公司電力修護處,臺北市南港區
泰銘實業股份有限公司,高雄市大寮鄉
江申工業股份有限公司,桃園市楊梅區
建順煉鋼股份有限公司(二廠),苗栗縣通霄鎮
環球晶圓股份有限公司,新竹市東區
大成長城企業股份有限公司,臺南市永康區
展頌股份有限公司竹山廠,南投縣竹山鎮
嘉發實業工廠股份有限公司幼獅二廠,桃園市楊梅區
弘松窯業股份有限公司,新北市鶯歌區
永豐餘工業用紙股份有限公司新屋廠,桃園市新屋區
福隆玻璃纖維股份有限公司,嘉義縣民雄鄉
南茂科技股份有限公司,新竹市東區
臺灣湯淺電池股份有限公司(宜蘭廠),宜蘭縣冬山鄉
台灣玻璃工業股份有限公司桃園廠,桃園市觀音區
聯成鋼鐵股份有限公司,桃園市新屋區
台灣製罐工業股份有限公司,嘉義縣東石鄉
鍵發工業股份有限公司,苗栗縣竹南鎮
聚隆纖維股份有限公司,彰化縣埔鹽鄉
永大機電工業股份有限公司,桃園市桃園區
榮剛材料科技股份有限公司新營廠,臺南市新營區
台灣積體電路製造股份有限公司,新竹市東區
燁輝企業股份有限公司高雄一廠,高雄市橋頭鄉
台灣中油公司永安液化天然氣廠,高雄市永安鄉
王志實業股份有限公司,臺中市大里區
永覲工業股份有限公司第一～三廠,高雄市小港區
長榮鋼鐵股份有限公司新營廠,臺南市鹽水區
紡安股份有限公司頭份工廠,苗栗縣頭份市
裕盛工業股份有限公司,苗栗縣三義鄉
桂冠實業股份有限公司(二廠),新北市中和區
台灣塑膠工業股份公司第四工廠,高雄市前鎮區
台灣正昇金屬股份有限公司,臺南市新營區
立安東化工股份有限公司,苗栗縣三義鄉
台灣山葉機車工業股份有限公司,桃園市中壢區
聯亞科技股份有限公司,新竹市東區
鼎立金屬包裝股份有限公司,新竹縣新豐鄉
恆大股份有限公司白河製造廠,臺南市白河區
科德寶遠東股份有限公司,桃園市大園區
聚亨企業股份有限公司二廠,高雄市岡山鎮
台灣玻璃工業股份有限公司台中加工廠,臺中市梧棲區
天泰銲材工業股份有限公司,臺南市仁德區
聯華實業股份有限公司富岡工廠,桃園市楊梅區
台灣玻璃工業股份有限公司台中廠平板三場,臺中市梧棲區
東展興業股份有限公司,臺南市山上區
巨大機械工業股份有限公司,臺中市大甲區
楠梓電子股份有限公司二廠,高雄市楠梓區
嘉一香食品股份有限公司屏東廠,屏東縣崁頂鄉
漢磊科技股份有限公司(研新廠),新竹市東區
寶緯工業股份有限公司,彰化縣北斗鎮
普大應用材料股份有限公司,彰化縣永靖鄉
遠東機械工業股份有限公司頭橋廠,嘉義縣民雄鄉
臺北市政府環境保護局內湖垃圾焚化廠,臺北市內湖區
祥順紡織股份有限公司南投工廠,南投縣南投市
乖乖股份有限公司中壢廠,桃園市中壢區
光泉牧場股份有限公司嘉義廠,嘉義縣民雄鄉
台鈴工業股份有限公司,桃園市平鎮區
永豐餘消費品實業股份有限公司清水廠,臺中市清水區
千興不銹鋼股份有限公司,臺南市麻豆區
台北自來水事業處松山加壓站,臺北市松山區
中華汽車工業股份有限公司新竹廠,新竹縣香山區
易昇鋼鐵股份有限公司永康廠,臺南市永康區
台北氧氣股份有限公司高雄廠,高雄市阿蓮鄉
台灣寶理塑膠股份有限公司大發廠,高雄市大寮鄉
官田鋼鐵股份有限公司麻豆廠,臺南市麻豆區
力泰國際股份有限公司,桃園市中壢區
和喬科技股份有限公司基板廠,新竹縣寶山鄉
台達化學工業股份有限公司頭份廠,苗栗縣頭份市
東和紡織股份有限公司,臺南市麻豆區
臺灣永光化學工業股份有限公司第二廠,桃園市觀音區
台灣積體電路股份有限公司七廠,新竹市東區
力麗企業股份有限公司彰化一廠,彰化縣芳苑鄉
春雨工廠股份有限公司,高雄市岡山鎮
豐成鑄造股份有限公司,苗栗縣竹南鎮
宜新實業股份有限公司,彰化縣花壇鄉
遠東氣體工業股份有限公司永安工廠,高雄市永安鄉
和桐水泥股份有限公司,高雄市小港區
亞東石化股份有限公司,桃園市觀音區
台灣氯乙烯工業股份有限公司林園廠,高雄市林園鄉
六合鋁業股份有限公司,臺南市關廟區
郭元益食品股份有限公司裼梅廠,桃園市楊梅區
寶燕彩藝股份有限公司(一廠),桃園市龜山區
集盛實業股份有限公司(觀音二廠),桃園市觀音區
矽品精密工業股份有限公司新竹分公司,新竹市東區
台灣德聯高科股份有限公司,桃園市觀音區
豐年豐和企業股份有限公司上崙一廠,臺南市仁德區
臺灣積層工業股份有限公司一廠,桃園市中壢區
台灣科慕股份有限公司觀音廠,桃園市觀音區
中聯資源股份有限公司,高雄市小港區
三洋紡織纖維股份有限公司桃園二廠,桃園市桃園區
億泰電線電纜股份有限公司,桃園市中壢區
順昶塑膠股份有限公司樹林廠,新北市樹林區
碁富食品股份有限公司彰化分公司,彰化縣大城鄉
中聯資源股份有限公司B廠,高雄市小港區
宏亞食品股份有限公司,桃園市八德區
世界先進積體電路股份有限公司,新竹市東區
獻麒紡織工業股份有限公司,彰化縣伸港鄉
東和鋼鐵企業股份有限公司苗栗廠,苗栗縣西湖鄉
豐年豐和企業股份有限公司上崙二廠,臺南市仁德區
志一企業股份有限公司,高雄市小港區
建順煉鋼股份有限公司(三廠),苗栗縣通霄鎮
瑞智精密股份有限公司,桃園市觀音區
興泰實業股份有限公司,高雄市仁武鄉
梅林白石化工股份有限公司,宜蘭縣冬山鄉
晉瑜股份有限公司龍德廠,宜蘭縣冬山鄉
立普工業股份有限公司,宜蘭縣蘇澳鎮
臺北市政府環境保護局木柵垃圾焚化廠,臺北市文山區
慶欣欣鋼鐵股份有限公司,彰化縣伸港鄉
中華航空股份有限公司修護工廠(發修工廠),桃園市大園區
長榮航太科技股份有限公司,桃園市大園區
台灣省自來水公司第二區管理處(大湳給水廠),新北市桃園區
台灣茂矽電子股份有限公司,新竹市東區
錦源鑄造工業股份有限公司,桃園市觀音區
江興鍛壓工業股份有限公司,臺中市西屯區
華城電機股份有限公司第二廠,桃園市觀音區
越峰電子材料股份有限公司,桃園市觀音區
旺宏電子股份有限公司晶圓一廠,新竹市東區
達豐鐵材行股份有限公司,彰化縣伸港鄉
信昌化學工業股份有限公司林園廠,高雄市林園鄉
威致鋼鐵工業股份有限公司,臺南市官田區
大東電業廠股份有限公司楊梅廠,桃園市楊梅區
台南強新工業股份有限公司,臺南市佳里區
福懋興業股份有限公司第二廠,雲林縣斗六市
華新麗華股份有限公司鹽水廠,臺南市鹽水區
冠軍建材股份有限公司,苗栗縣造橋鄉
富泰企業股份有限公司,桃園市大園區
寶虹水泥股份有限公司,宜蘭縣冬山鄉
燁聯鋼鐵股份有限公司,高雄市岡山鎮
台灣中油(股)公司煉製事業部大林煉油廠(烏材林儲運課),高雄市仁武鄉
東盟開發實業股份公司學甲廠,臺南市學甲區
大河凡而精機廠股份有限公司,彰化縣伸港鄉
三義化學工業股份有限公司桃園海湖廠,桃園市蘆竹區
友騰工業股份有限公司新屋廠,桃園市新屋區
臺中市政府環境保護局-文山垃圾焚化廠,臺中市南屯區
大東紡織股份有限公司,臺中市東區
桂冠實業股份有限公司(一廠),新北市中和區
台灣菸酒股份有限公司竹南啤酒廠製瓶場,苗栗縣竹南鎮
台灣積體電路製造股份有限公司三廠,新竹縣寶山鄉
國瑞汽車股份有限公司觀音工廠,桃園市觀音區
復盛股份有限公司三重廠,新北市三重區
環球水泥股份有限公司海湖石膏板廠,桃園市蘆竹區
聯華電子股份有限公司(力行廠區),新竹市東區
鑫光金屬工業股份有限公司,新北市新莊區
巨擘科技股份有限公司,新竹市東區
木通實業股份有限公司,臺南市新市區
新光合成纖維股份有限公司觀音廠,桃園市觀音區
台灣菸酒股份有限公司嘉義酒廠,嘉義縣民雄鄉
長春人造樹脂廠股份有限公司大發廠,高雄市大寮鄉
矽品精密工業股份有限公司新竹分公司,新竹市東區
丞鑫工業股份有限公司太平廠,臺中市太平區
宏興麵粉廠股份有限公司,臺中市大肚區
福發實業股份有限公司,臺南市官田區
瑞興工業股份有限公司(一廠),桃園市龜山區
矽品精密工業(股)公司大豐廠,臺中市潭子區
英屬維京群島商太古可口可樂股份有限公司台灣分公司桃園廠,桃園市桃園區
臺灣湯淺電池股份有限公司,新北市新莊區
元太科技工業股份有限公司,新竹市東區
高砂紡織股份有限公司桃園廠,桃園市龜山區
力晶科技股份有限公司P1/2廠,新竹市東區
鴻友科技股份有限公司,新竹市東區
台灣三菱電梯股份有限公司新竹廠,新竹縣香山區
佳大世界股份有限公司永康二廠,臺南市永康區
寶燕彩藝股份有限公司林口二廠,桃園市龜山區
霖宏科技股份有限公司民雄廠,嘉義縣民雄鄉
臺唐工業股份有限公司觀音廠,桃園市觀音區
中德電子材料股份有限公司,新竹縣寶山鄉
台日古河銅箔股份有限公司,雲林縣前鎮區
和桐水泥股份有限公司,彰化縣和美鎮
高興昌鋼鐵(股)公司屏東分公司,屏東縣枋寮鄉
敦南科技股份有限公司(基隆廠),基隆市安樂區
長榮空廚股份有限公司,桃園市蘆竹區
長隆玻璃工業股份有限公司,臺中市潭子區
東帝龍實業股份有限公司,臺南市仁德區
久陽精密股份有限公司,高雄市橋頭鄉
台灣卜蜂企業股份有限公司南投肉品加工廠,南投縣南投市
力麗企業股份有限公司彰化化纖總廠,彰化縣芳苑鄉
華新科技股份有限公司高雄分公司,高雄市前鎮區
台朔重工股份有限公司麥寮廠,雲林縣麥寮鄉
官田鋼鐵股份有限公司官田廠,臺南市官田區
大西河股份有限公司,新北市土城區
聯亞科技股份有限公司,新竹市東區
聯測科技股份有限公司,新竹市東區
源興紡織股份有限公司,臺中市龍井區
遠東先進纖維股份有限公司,桃園市觀音區
先進工業股份有限公司樹林廠,新北市樹林區
台灣信越半導體股份有限公司,新竹縣寶山鄉
榮洲紡織股份有限公司,彰化縣埤頭鄉
興南鑄造廠股份有限公司,臺南市山上區
盟鑫金屬有限公司(屏南廠),屏東縣枋寮鄉
日皓造紙工業股份有限公司觀音廠,桃園市觀音區
世界先進積體電路股份有限公司晶圓二廠,新竹市東區
羽台實業股份有限公司,彰化縣二水鄉
中鴻鋼鐵股份有限公司熱軋廠,高雄市岡山鎮
金車股份有限公司(員山廠),宜蘭縣員山鄉
東元電機股份有限公司觀音廠,桃園市觀音區
和喬科技股份有限公司,新竹市東區
台灣太陽油墨股份有限公司,桃園市觀音區
艾克爾國際科技股份有限公司,桃園市龍潭區
龍秀特殊鋼股份有限公司,苗栗縣頭份市
遠東新世紀股份有限公司觀音廠,桃園市觀音區
泰利實業股份有限公司,新北市五股區
旺宏電子股份有限公司晶圓二廠,新竹市東區
台灣福雷電子股份有限公司第三廠,高雄市前鎮區
寶興工業股份有限公司岡山廠,高雄市岡山鎮
生達化學製藥股份有限公司,臺南市新營區
聯府塑膠股份有限公司銅鑼廠,苗栗縣銅鑼鄉
晶元光電股份有限公司,新竹市東區
元隆電子股份有限公司,新竹市東區
南華水泥股份有限公司台中一廠,臺中市龍井區
日月光半導體製造股份有限公司第七廠,高雄市楠梓區
立衛科技股份有限公司,新竹市東區
聯華電子股份有限公司FAB8E,新竹市東區
崇越石英製造廠股份有限公司新竹二廠,新竹縣香山區
欣興電子股份有限公司合江廠,桃園市中壢區
健鼎科技股份有限公司,桃園市平鎮區
三福氣體股份有限公司觀音二廠,桃園市觀音區
中環股份有限公司林口一廠,桃園市龜山區
大園汽電共生股份有限公司,桃園市大園區
中華航空(股)公司修護工廠三機棚廠,桃園市大園區
中龍鋼鐵股份有限公司,臺中市龍井區
台灣玻璃工業股份有限公司鹿港廠,彰化縣鹿港鎮
弘裕企業股份有限公司全興廠,彰化縣和美鎮
力麗企業股份有限公司彰化五廠,彰化縣芳苑鄉
環鴻科技股份有限公司二廠,南投縣草屯鎮
臺南市政府(臺南市城西垃圾焚化廠),臺南市安南區
康那香企業股份有限公司 佳里三廠,臺南市將軍區
金長榮國際實業股份有限公司,臺南市學甲區
亞獵士工業股份有限公司,臺南市山上區
大連化學工業股份有限公司大發廠,高雄市大寮鄉
